Date,Price
27-03-2020,102.872002
30-03-2020,100.426003
31-03-2020,104.800003
01-04-2020,96.311996
02-04-2020,90.893997
03-04-2020,96.001999
06-04-2020,103.248001
07-04-2020,109.089996
08-04-2020,109.767998
09-04-2020,114.599998
13-04-2020,130.190002
14-04-2020,141.977997
15-04-2020,145.966003
16-04-2020,149.042007
17-04-2020,150.778
20-04-2020,149.272003
21-04-2020,137.343994
22-04-2020,146.421997
23-04-2020,141.126007
24-04-2020,145.029999
27-04-2020,159.75
28-04-2020,153.824005
29-04-2020,160.102005
30-04-2020,156.376007
01-05-2020,140.264008
04-05-2020,152.238007
05-05-2020,153.641998
06-05-2020,156.516006
07-05-2020,156.007996
08-05-2020,163.884003
11-05-2020,162.257996
12-05-2020,161.882004
13-05-2020,158.192001
14-05-2020,160.666
15-05-2020,159.834
18-05-2020,162.725998
19-05-2020,161.602005
20-05-2020,163.112
21-05-2020,165.520004
22-05-2020,163.376007
26-05-2020,163.774002
27-05-2020,164.046005
28-05-2020,161.162003
29-05-2020,167
01-06-2020,179.619995
02-06-2020,176.311996
03-06-2020,176.591995
04-06-2020,172.876007
05-06-2020,177.132004
08-06-2020,189.983994
09-06-2020,188.134003
10-06-2020,205.009995
11-06-2020,194.567993
12-06-2020,187.056
15-06-2020,198.179993
16-06-2020,196.425995
17-06-2020,198.358002
18-06-2020,200.792007
19-06-2020,200.179993
22-06-2020,198.863998
23-06-2020,200.356003
24-06-2020,192.169998
25-06-2020,197.195999
26-06-2020,191.947998
29-06-2020,201.869995
30-06-2020,215.962006
01-07-2020,223.925995
02-07-2020,241.731995
06-07-2020,274.31601
07-07-2020,277.971985
08-07-2020,273.175995
09-07-2020,278.855988
